sample	samples	DFNA5	_sample_type	_study	_primary_site
TCGA-E2-A1LL-01	TCGA-E2-A1LL-01	12.03	Primary Tumor	TCGA	Breast
TCGA-AR-A5QQ-01	TCGA-AR-A5QQ-01	11.38	Primary Tumor	TCGA	Breast
TCGA-BH-A0E0-01	TCGA-BH-A0E0-01	11.27	Primary Tumor	TCGA	Breast
GTEX-ZEX8-2226-SM-57WC6	GTEX-ZEX8-2226-SM-57WC6	11.1	Normal Tissue	GTEX	Breast
TCGA-BH-A6R9-01	TCGA-BH-A6R9-01	11.1	Primary Tumor	TCGA	Breast
TCGA-AR-A1AO-01	TCGA-AR-A1AO-01	10.9	Primary Tumor	TCGA	Breast
TCGA-AC-A2QH-01	TCGA-AC-A2QH-01	10.77	Primary Tumor	TCGA	Breast
GTEX-T5JW-2026-SM-4DM63	GTEX-T5JW-2026-SM-4DM63	10.66	Normal Tissue	GTEX	Breast
GTEX-12WSK-2226-SM-5GCO5	GTEX-12WSK-2226-SM-5GCO5	10.62	Normal Tissue	GTEX	Breast
TCGA-A7-A13D-01	TCGA-A7-A13D-01	10.47	Primary Tumor	TCGA	Breast
TCGA-E9-A1ND-11	TCGA-E9-A1ND-11	10.37	Solid Tissue Normal	TCGA	Breast
GTEX-ZF2S-2026-SM-5E461	GTEX-ZF2S-2026-SM-5E461	10.36	Normal Tissue	GTEX	Breast
GTEX-XUJ4-1926-SM-4BOOV	GTEX-XUJ4-1926-SM-4BOOV	10.35	Normal Tissue	GTEX	Breast
TCGA-BH-A1FE-06	TCGA-BH-A1FE-06	10.33	Metastatic	TCGA	Breast
GTEX-S33H-0326-SM-4AD6N	GTEX-S33H-0326-SM-4AD6N	10.28	Normal Tissue	GTEX	Breast
GTEX-XBED-1626-SM-47JYN	GTEX-XBED-1626-SM-47JYN	10.27	Normal Tissue	GTEX	Breast
TCGA-A2-A4S1-01	TCGA-A2-A4S1-01	10.26	Primary Tumor	TCGA	Breast
GTEX-YFC4-1426-SM-5IFJG	GTEX-YFC4-1426-SM-5IFJG	10.21	Normal Tissue	GTEX	Breast
TCGA-AC-A23H-11	TCGA-AC-A23H-11	10.21	Solid Tissue Normal	TCGA	Breast
GTEX-147F4-2826-SM-5NQBN	GTEX-147F4-2826-SM-5NQBN	10.18	Normal Tissue	GTEX	Breast
GTEX-13W46-0826-SM-5LU3H	GTEX-13W46-0826-SM-5LU3H	10.17	Normal Tissue	GTEX	Breast
TCGA-A8-A08H-01	TCGA-A8-A08H-01	10.16	Primary Tumor	TCGA	Breast
TCGA-A2-A3XX-01	TCGA-A2-A3XX-01	10.12	Primary Tumor	TCGA	Breast
GTEX-11ONC-2126-SM-5HL6E	GTEX-11ONC-2126-SM-5HL6E	10.07	Normal Tissue	GTEX	Breast
GTEX-ZVZQ-0826-SM-51MRF	GTEX-ZVZQ-0826-SM-51MRF	10.06	Normal Tissue	GTEX	Breast
TCGA-A7-A26I-01	TCGA-A7-A26I-01	10.05	Primary Tumor	TCGA	Breast
GTEX-ZVT4-1026-SM-57WC4	GTEX-ZVT4-1026-SM-57WC4	10.04	Normal Tissue	GTEX	Breast
GTEX-ZDXO-0126-SM-5S2ND	GTEX-ZDXO-0126-SM-5S2ND	10.03	Normal Tissue	GTEX	Breast
TCGA-D8-A1Y2-01	TCGA-D8-A1Y2-01	10.03	Primary Tumor	TCGA	Breast
GTEX-ZF29-1926-SM-5S2P1	GTEX-ZF29-1926-SM-5S2P1	10.02	Normal Tissue	GTEX	Breast
GTEX-Y3I4-1526-SM-4TT7K	GTEX-Y3I4-1526-SM-4TT7K	10	Normal Tissue	GTEX	Breast
GTEX-13O3O-0826-SM-5K7WE	GTEX-13O3O-0826-SM-5K7WE	9.998	Normal Tissue	GTEX	Breast
TCGA-D8-A73U-01	TCGA-D8-A73U-01	9.98	Primary Tumor	TCGA	Breast
GTEX-139T6-1626-SM-5PNYZ	GTEX-139T6-1626-SM-5PNYZ	9.946	Normal Tissue	GTEX	Breast
TCGA-AC-A2FF-11	TCGA-AC-A2FF-11	9.924	Solid Tissue Normal	TCGA	Breast
GTEX-ZPIC-1126-SM-5BC7F	GTEX-ZPIC-1126-SM-5BC7F	9.923	Normal Tissue	GTEX	Breast
TCGA-BH-A1EO-11	TCGA-BH-A1EO-11	9.906	Solid Tissue Normal	TCGA	Breast
TCGA-AN-A04D-01	TCGA-AN-A04D-01	9.901	Primary Tumor	TCGA	Breast
TCGA-A2-A3XS-01	TCGA-A2-A3XS-01	9.891	Primary Tumor	TCGA	Breast
TCGA-LL-A440-01	TCGA-LL-A440-01	9.86	Primary Tumor	TCGA	Breast
TCGA-B6-A3ZX-01	TCGA-B6-A3ZX-01	9.844	Primary Tumor	TCGA	Breast
GTEX-X15G-1626-SM-3NMB3	GTEX-X15G-1626-SM-3NMB3	9.84	Normal Tissue	GTEX	Breast
GTEX-U3ZN-1926-SM-4DXSG	GTEX-U3ZN-1926-SM-4DXSG	9.824	Normal Tissue	GTEX	Breast
GTEX-WYVS-1726-SM-3NMAY	GTEX-WYVS-1726-SM-3NMAY	9.821	Normal Tissue	GTEX	Breast
TCGA-A7-A0CE-01	TCGA-A7-A0CE-01	9.814	Primary Tumor	TCGA	Breast
GTEX-11I78-2226-SM-5PNYA	GTEX-11I78-2226-SM-5PNYA	9.786	Normal Tissue	GTEX	Breast
GTEX-ZYW4-0826-SM-5GIDG	GTEX-ZYW4-0826-SM-5GIDG	9.776	Normal Tissue	GTEX	Breast
TCGA-AC-A2FB-11	TCGA-AC-A2FB-11	9.772	Solid Tissue Normal	TCGA	Breast
GTEX-145MN-1926-SM-5SIAI	GTEX-145MN-1926-SM-5SIAI	9.761	Normal Tissue	GTEX	Breast
GTEX-11OF3-1926-SM-59889	GTEX-11OF3-1926-SM-59889	9.759	Normal Tissue	GTEX	Breast
GTEX-13D11-1026-SM-5IJFB	GTEX-13D11-1026-SM-5IJFB	9.752	Normal Tissue	GTEX	Breast
GTEX-UJHI-1426-SM-3DB9C	GTEX-UJHI-1426-SM-3DB9C	9.752	Normal Tissue	GTEX	Breast
TCGA-AN-A0XN-01	TCGA-AN-A0XN-01	9.739	Primary Tumor	TCGA	Breast
TCGA-BH-A18S-11	TCGA-BH-A18S-11	9.738	Solid Tissue Normal	TCGA	Breast
TCGA-AO-A12D-01	TCGA-AO-A12D-01	9.728	Primary Tumor	TCGA	Breast
TCGA-BH-A1EV-11	TCGA-BH-A1EV-11	9.719	Solid Tissue Normal	TCGA	Breast
TCGA-AN-A0AS-01	TCGA-AN-A0AS-01	9.709	Primary Tumor	TCGA	Breast
TCGA-A1-A0SP-01	TCGA-A1-A0SP-01	9.702	Primary Tumor	TCGA	Breast
GTEX-1117F-2826-SM-5GZXL	GTEX-1117F-2826-SM-5GZXL	9.696	Normal Tissue	GTEX	Breast
GTEX-ZU9S-1926-SM-5NQBP	GTEX-ZU9S-1926-SM-5NQBP	9.687	Normal Tissue	GTEX	Breast
GTEX-T6MN-0726-SM-32PML	GTEX-T6MN-0726-SM-32PML	9.686	Normal Tissue	GTEX	Breast
TCGA-E2-A153-11	TCGA-E2-A153-11	9.677	Solid Tissue Normal	TCGA	Breast
TCGA-A2-A0YM-01	TCGA-A2-A0YM-01	9.675	Primary Tumor	TCGA	Breast
TCGA-E2-A15K-11	TCGA-E2-A15K-11	9.672	Solid Tissue Normal	TCGA	Breast
TCGA-E9-A1RF-11	TCGA-E9-A1RF-11	9.67	Solid Tissue Normal	TCGA	Breast
TCGA-OL-A97C-01	TCGA-OL-A97C-01	9.67	Primary Tumor	TCGA	Breast
TCGA-E9-A1NA-01	TCGA-E9-A1NA-01	9.663	Primary Tumor	TCGA	Breast
TCGA-BH-A18V-11	TCGA-BH-A18V-11	9.654	Solid Tissue Normal	TCGA	Breast
GTEX-13N11-1726-SM-5J1OJ	GTEX-13N11-1726-SM-5J1OJ	9.648	Normal Tissue	GTEX	Breast
TCGA-LD-A9QF-01	TCGA-LD-A9QF-01	9.645	Primary Tumor	TCGA	Breast
GTEX-131YS-0626-SM-5EGKL	GTEX-131YS-0626-SM-5EGKL	9.643	Normal Tissue	GTEX	Breast
GTEX-X4XY-0926-SM-4E3JD	GTEX-X4XY-0926-SM-4E3JD	9.642	Normal Tissue	GTEX	Breast
GTEX-VJWN-0726-SM-3GIJ8	GTEX-VJWN-0726-SM-3GIJ8	9.64	Normal Tissue	GTEX	Breast
GTEX-WOFL-0826-SM-3MJG1	GTEX-WOFL-0826-SM-3MJG1	9.638	Normal Tissue	GTEX	Breast
TCGA-BH-A1FJ-11	TCGA-BH-A1FJ-11	9.635	Solid Tissue Normal	TCGA	Breast
GTEX-14753-2426-SM-5LU8U	GTEX-14753-2426-SM-5LU8U	9.63	Normal Tissue	GTEX	Breast
TCGA-BH-A1FR-11	TCGA-BH-A1FR-11	9.621	Solid Tissue Normal	TCGA	Breast
GTEX-13PL6-2926-SM-5L3I2	GTEX-13PL6-2926-SM-5L3I2	9.6	Normal Tissue	GTEX	Breast
GTEX-13NZ9-1026-SM-5MR5K	GTEX-13NZ9-1026-SM-5MR5K	9.585	Normal Tissue	GTEX	Breast
TCGA-A2-A0YE-01	TCGA-A2-A0YE-01	9.583	Primary Tumor	TCGA	Breast
GTEX-11GSO-1926-SM-5A5K3	GTEX-11GSO-1926-SM-5A5K3	9.575	Normal Tissue	GTEX	Breast
TCGA-E9-A1NF-11	TCGA-E9-A1NF-11	9.569	Solid Tissue Normal	TCGA	Breast
GTEX-ZYWO-2326-SM-5GZY4	GTEX-ZYWO-2326-SM-5GZY4	9.568	Normal Tissue	GTEX	Breast
TCGA-E9-A1RB-11	TCGA-E9-A1RB-11	9.564	Solid Tissue Normal	TCGA	Breast
GTEX-12WSB-0626-SM-59HJO	GTEX-12WSB-0626-SM-59HJO	9.556	Normal Tissue	GTEX	Breast
TCGA-E2-A158-01	TCGA-E2-A158-01	9.553	Primary Tumor	TCGA	Breast
TCGA-E9-A1R7-11	TCGA-E9-A1R7-11	9.552	Solid Tissue Normal	TCGA	Breast
TCGA-A8-A08Z-01	TCGA-A8-A08Z-01	9.55	Primary Tumor	TCGA	Breast
TCGA-E9-A1N5-11	TCGA-E9-A1N5-11	9.547	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A0AZ-11	TCGA-BH-A0AZ-11	9.534	Solid Tissue Normal	TCGA	Breast
TCGA-E9-A1RH-11	TCGA-E9-A1RH-11	9.516	Solid Tissue Normal	TCGA	Breast
GTEX-WYJK-1326-SM-3NB2T	GTEX-WYJK-1326-SM-3NB2T	9.51	Normal Tissue	GTEX	Breast
GTEX-132AR-0826-SM-5EGK6	GTEX-132AR-0826-SM-5EGK6	9.505	Normal Tissue	GTEX	Breast
TCGA-A7-A13E-11	TCGA-A7-A13E-11	9.495	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A1F8-11	TCGA-BH-A1F8-11	9.483	Solid Tissue Normal	TCGA	Breast
TCGA-EW-A2FR-01	TCGA-EW-A2FR-01	9.479	Primary Tumor	TCGA	Breast
TCGA-BH-A1F0-01	TCGA-BH-A1F0-01	9.478	Primary Tumor	TCGA	Breast
GTEX-R53T-1526-SM-48FEK	GTEX-R53T-1526-SM-48FEK	9.476	Normal Tissue	GTEX	Breast
GTEX-Y9LG-1426-SM-5IFJZ	GTEX-Y9LG-1426-SM-5IFJZ	9.474	Normal Tissue	GTEX	Breast
TCGA-AC-A2QJ-01	TCGA-AC-A2QJ-01	9.467	Primary Tumor	TCGA	Breast
TCGA-AR-A24S-01	TCGA-AR-A24S-01	9.466	Primary Tumor	TCGA	Breast
GTEX-WYBS-0926-SM-3NM94	GTEX-WYBS-0926-SM-3NM94	9.465	Normal Tissue	GTEX	Breast
TCGA-BH-A1F0-11	TCGA-BH-A1F0-11	9.458	Solid Tissue Normal	TCGA	Breast
TCGA-AO-A0J9-01	TCGA-AO-A0J9-01	9.458	Primary Tumor	TCGA	Breast
GTEX-13FHO-0826-SM-5L3E8	GTEX-13FHO-0826-SM-5L3E8	9.456	Normal Tissue	GTEX	Breast
TCGA-A7-A26F-01	TCGA-A7-A26F-01	9.455	Primary Tumor	TCGA	Breast
TCGA-D8-A1XM-01	TCGA-D8-A1XM-01	9.451	Primary Tumor	TCGA	Breast
TCGA-AC-A3OD-01	TCGA-AC-A3OD-01	9.435	Primary Tumor	TCGA	Breast
TCGA-D8-A27N-01	TCGA-D8-A27N-01	9.429	Primary Tumor	TCGA	Breast
TCGA-E9-A1RI-11	TCGA-E9-A1RI-11	9.425	Solid Tissue Normal	TCGA	Breast
TCGA-EW-A1PH-01	TCGA-EW-A1PH-01	9.416	Primary Tumor	TCGA	Breast
GTEX-VUSG-2226-SM-4KKZO	GTEX-VUSG-2226-SM-4KKZO	9.413	Normal Tissue	GTEX	Breast
TCGA-BH-A0BJ-11	TCGA-BH-A0BJ-11	9.41	Solid Tissue Normal	TCGA	Breast
GTEX-11EI6-0626-SM-5985T	GTEX-11EI6-0626-SM-5985T	9.406	Normal Tissue	GTEX	Breast
TCGA-BH-A0AW-01	TCGA-BH-A0AW-01	9.404	Primary Tumor	TCGA	Breast
GTEX-XMD2-0926-SM-4WWEF	GTEX-XMD2-0926-SM-4WWEF	9.396	Normal Tissue	GTEX	Breast
GTEX-13113-1726-SM-5GCOO	GTEX-13113-1726-SM-5GCOO	9.386	Normal Tissue	GTEX	Breast
TCGA-A7-A0DB-11	TCGA-A7-A0DB-11	9.386	Solid Tissue Normal	TCGA	Breast
TCGA-EW-A1P4-01	TCGA-EW-A1P4-01	9.385	Primary Tumor	TCGA	Breast
TCGA-BH-A18L-11	TCGA-BH-A18L-11	9.381	Solid Tissue Normal	TCGA	Breast
GTEX-133LE-1726-SM-5K7VQ	GTEX-133LE-1726-SM-5K7VQ	9.37	Normal Tissue	GTEX	Breast
TCGA-BH-A8G0-01	TCGA-BH-A8G0-01	9.37	Primary Tumor	TCGA	Breast
TCGA-AO-A0JL-01	TCGA-AO-A0JL-01	9.358	Primary Tumor	TCGA	Breast
TCGA-BH-A0BW-11	TCGA-BH-A0BW-11	9.352	Solid Tissue Normal	TCGA	Breast
GTEX-XV7Q-2326-SM-4BRVZ	GTEX-XV7Q-2326-SM-4BRVZ	9.351	Normal Tissue	GTEX	Breast
GTEX-TML8-1226-SM-32QON	GTEX-TML8-1226-SM-32QON	9.35	Normal Tissue	GTEX	Breast
GTEX-WRHU-0326-SM-3MJFY	GTEX-WRHU-0326-SM-3MJFY	9.349	Normal Tissue	GTEX	Breast
TCGA-A8-A08X-01	TCGA-A8-A08X-01	9.349	Primary Tumor	TCGA	Breast
GTEX-ZA64-1526-SM-5CVMD	GTEX-ZA64-1526-SM-5CVMD	9.347	Normal Tissue	GTEX	Breast
TCGA-BH-A1EN-11	TCGA-BH-A1EN-11	9.345	Solid Tissue Normal	TCGA	Breast
GTEX-ZXES-0826-SM-5E43C	GTEX-ZXES-0826-SM-5E43C	9.343	Normal Tissue	GTEX	Breast
TCGA-AC-A7VC-01	TCGA-AC-A7VC-01	9.334	Primary Tumor	TCGA	Breast
TCGA-BH-A1FM-11	TCGA-BH-A1FM-11	9.326	Solid Tissue Normal	TCGA	Breast
GTEX-YJ8O-2226-SM-5IFHW	GTEX-YJ8O-2226-SM-5IFHW	9.32	Normal Tissue	GTEX	Breast
TCGA-A7-A6VW-01	TCGA-A7-A6VW-01	9.318	Primary Tumor	TCGA	Breast
TCGA-BH-A204-11	TCGA-BH-A204-11	9.315	Solid Tissue Normal	TCGA	Breast
TCGA-AC-A2FK-01	TCGA-AC-A2FK-01	9.314	Primary Tumor	TCGA	Breast
TCGA-BH-A0AV-01	TCGA-BH-A0AV-01	9.312	Primary Tumor	TCGA	Breast
TCGA-E2-A1L9-01	TCGA-E2-A1L9-01	9.3	Primary Tumor	TCGA	Breast
TCGA-BH-A18U-11	TCGA-BH-A18U-11	9.299	Solid Tissue Normal	TCGA	Breast
TCGA-A7-A6VV-01	TCGA-A7-A6VV-01	9.293	Primary Tumor	TCGA	Breast
TCGA-JL-A3YW-01	TCGA-JL-A3YW-01	9.292	Primary Tumor	TCGA	Breast
GTEX-ZAJG-0626-SM-5HL8X	GTEX-ZAJG-0626-SM-5HL8X	9.288	Normal Tissue	GTEX	Breast
TCGA-E9-A1NG-01	TCGA-E9-A1NG-01	9.283	Primary Tumor	TCGA	Breast
GTEX-11EQ9-1826-SM-5Q5AJ	GTEX-11EQ9-1826-SM-5Q5AJ	9.278	Normal Tissue	GTEX	Breast
TCGA-E9-A1RD-11	TCGA-E9-A1RD-11	9.277	Solid Tissue Normal	TCGA	Breast
GTEX-11NV4-2026-SM-5N9DG	GTEX-11NV4-2026-SM-5N9DG	9.273	Normal Tissue	GTEX	Breast
GTEX-Y8LW-1626-SM-5IFHX	GTEX-Y8LW-1626-SM-5IFHX	9.273	Normal Tissue	GTEX	Breast
TCGA-BH-A1ET-11	TCGA-BH-A1ET-11	9.271	Solid Tissue Normal	TCGA	Breast
TCGA-D8-A27I-01	TCGA-D8-A27I-01	9.27	Primary Tumor	TCGA	Breast
TCGA-A2-A3XT-01	TCGA-A2-A3XT-01	9.269	Primary Tumor	TCGA	Breast
TCGA-BH-A0DG-11	TCGA-BH-A0DG-11	9.264	Solid Tissue Normal	TCGA	Breast
TCGA-AR-A24T-01	TCGA-AR-A24T-01	9.262	Primary Tumor	TCGA	Breast
GTEX-11ILO-2226-SM-5A5L1	GTEX-11ILO-2226-SM-5A5L1	9.26	Normal Tissue	GTEX	Breast
TCGA-A7-A3IY-01	TCGA-A7-A3IY-01	9.254	Primary Tumor	TCGA	Breast
GTEX-Y5V5-2126-SM-4WWFO	GTEX-Y5V5-2126-SM-4WWFO	9.253	Normal Tissue	GTEX	Breast
TCGA-AC-A2FM-11	TCGA-AC-A2FM-11	9.253	Solid Tissue Normal	TCGA	Breast
TCGA-B6-A1KF-01	TCGA-B6-A1KF-01	9.253	Primary Tumor	TCGA	Breast
TCGA-BH-A208-11	TCGA-BH-A208-11	9.252	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A1FN-11	TCGA-BH-A1FN-11	9.251	Solid Tissue Normal	TCGA	Breast
GTEX-QVJO-1826-SM-447C9	GTEX-QVJO-1826-SM-447C9	9.25	Normal Tissue	GTEX	Breast
TCGA-OL-A5D6-01	TCGA-OL-A5D6-01	9.241	Primary Tumor	TCGA	Breast
TCGA-BH-A208-01	TCGA-BH-A208-01	9.234	Primary Tumor	TCGA	Breast
GTEX-11PRG-0826-SM-5EQ6A	GTEX-11PRG-0826-SM-5EQ6A	9.232	Normal Tissue	GTEX	Breast
TCGA-BH-A1FH-11	TCGA-BH-A1FH-11	9.228	Solid Tissue Normal	TCGA	Breast
TCGA-E2-A158-11	TCGA-E2-A158-11	9.228	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A0B9-01	TCGA-BH-A0B9-01	9.224	Primary Tumor	TCGA	Breast
GTEX-ZDTT-2126-SM-5S2OJ	GTEX-ZDTT-2126-SM-5S2OJ	9.223	Normal Tissue	GTEX	Breast
TCGA-E9-A1N6-11	TCGA-E9-A1N6-11	9.216	Solid Tissue Normal	TCGA	Breast
GTEX-SE5C-2126-SM-4BRUJ	GTEX-SE5C-2126-SM-4BRUJ	9.215	Normal Tissue	GTEX	Breast
TCGA-BH-A0BV-11	TCGA-BH-A0BV-11	9.208	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A209-11	TCGA-BH-A209-11	9.203	Solid Tissue Normal	TCGA	Breast
TCGA-A2-A0T3-01	TCGA-A2-A0T3-01	9.199	Primary Tumor	TCGA	Breast
TCGA-A7-A5ZX-01	TCGA-A7-A5ZX-01	9.197	Primary Tumor	TCGA	Breast
TCGA-AR-A0U4-01	TCGA-AR-A0U4-01	9.193	Primary Tumor	TCGA	Breast
GTEX-11P81-1926-SM-5BC53	GTEX-11P81-1926-SM-5BC53	9.192	Normal Tissue	GTEX	Breast
TCGA-E9-A1NF-01	TCGA-E9-A1NF-01	9.189	Primary Tumor	TCGA	Breast
TCGA-A7-A0DB-01	TCGA-A7-A0DB-01	9.184	Primary Tumor	TCGA	Breast
TCGA-BH-A1F6-11	TCGA-BH-A1F6-11	9.182	Solid Tissue Normal	TCGA	Breast
GTEX-12ZZX-1126-SM-5EGKB	GTEX-12ZZX-1126-SM-5EGKB	9.177	Normal Tissue	GTEX	Breast
GTEX-1192X-2326-SM-5987X	GTEX-1192X-2326-SM-5987X	9.174	Normal Tissue	GTEX	Breast
TCGA-BH-A0HK-11	TCGA-BH-A0HK-11	9.17	Solid Tissue Normal	TCGA	Breast
TCGA-A2-A0EP-01	TCGA-A2-A0EP-01	9.164	Primary Tumor	TCGA	Breast
GTEX-146FH-0826-SM-5SI8T	GTEX-146FH-0826-SM-5SI8T	9.159	Normal Tissue	GTEX	Breast
TCGA-LL-A73Z-01	TCGA-LL-A73Z-01	9.153	Primary Tumor	TCGA	Breast
GTEX-XMD1-0826-SM-4AT52	GTEX-XMD1-0826-SM-4AT52	9.151	Normal Tissue	GTEX	Breast
TCGA-AC-A6IV-01	TCGA-AC-A6IV-01	9.151	Primary Tumor	TCGA	Breast
GTEX-13W3W-1226-SM-5LU4H	GTEX-13W3W-1226-SM-5LU4H	9.15	Normal Tissue	GTEX	Breast
GTEX-RU1J-0626-SM-4WAWY	GTEX-RU1J-0626-SM-4WAWY	9.15	Normal Tissue	GTEX	Breast
TCGA-BH-A18M-11	TCGA-BH-A18M-11	9.149	Solid Tissue Normal	TCGA	Breast
TCGA-A8-A09D-01	TCGA-A8-A09D-01	9.148	Primary Tumor	TCGA	Breast
GTEX-WI4N-1426-SM-3LK7H	GTEX-WI4N-1426-SM-3LK7H	9.147	Normal Tissue	GTEX	Breast
GTEX-12KS4-0126-SM-5Q5A5	GTEX-12KS4-0126-SM-5Q5A5	9.143	Normal Tissue	GTEX	Breast
TCGA-GM-A2DL-01	TCGA-GM-A2DL-01	9.143	Primary Tumor	TCGA	Breast
TCGA-GI-A2C8-01	TCGA-GI-A2C8-01	9.138	Primary Tumor	TCGA	Breast
TCGA-A2-A25A-01	TCGA-A2-A25A-01	9.13	Primary Tumor	TCGA	Breast
TCGA-AN-A0XU-01	TCGA-AN-A0XU-01	9.127	Primary Tumor	TCGA	Breast
TCGA-LD-A74U-01	TCGA-LD-A74U-01	9.125	Primary Tumor	TCGA	Breast
TCGA-AQ-A0Y5-01	TCGA-AQ-A0Y5-01	9.116	Primary Tumor	TCGA	Breast
GTEX-11NSD-0926-SM-5N9DR	GTEX-11NSD-0926-SM-5N9DR	9.11	Normal Tissue	GTEX	Breast
TCGA-A7-A0CH-11	TCGA-A7-A0CH-11	9.106	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A0DX-01	TCGA-BH-A0DX-01	9.106	Primary Tumor	TCGA	Breast
TCGA-C8-A26X-01	TCGA-C8-A26X-01	9.105	Primary Tumor	TCGA	Breast
GTEX-11WQC-1726-SM-5GU4W	GTEX-11WQC-1726-SM-5GU4W	9.103	Normal Tissue	GTEX	Breast
TCGA-A8-A07J-01	TCGA-A8-A07J-01	9.103	Primary Tumor	TCGA	Breast
TCGA-BH-A0DO-11	TCGA-BH-A0DO-11	9.102	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A1FU-01	TCGA-BH-A1FU-01	9.101	Primary Tumor	TCGA	Breast
TCGA-A7-A13G-11	TCGA-A7-A13G-11	9.099	Solid Tissue Normal	TCGA	Breast
TCGA-E9-A1NA-11	TCGA-E9-A1NA-11	9.098	Solid Tissue Normal	TCGA	Breast
GTEX-X4EP-2926-SM-3P5YQ	GTEX-X4EP-2926-SM-3P5YQ	9.097	Normal Tissue	GTEX	Breast
TCGA-BH-A8FZ-01	TCGA-BH-A8FZ-01	9.097	Primary Tumor	TCGA	Breast
TCGA-E9-A1N4-11	TCGA-E9-A1N4-11	9.096	Solid Tissue Normal	TCGA	Breast
TCGA-A7-A0D9-11	TCGA-A7-A0D9-11	9.091	Solid Tissue Normal	TCGA	Breast
TCGA-A2-A0CW-01	TCGA-A2-A0CW-01	9.089	Primary Tumor	TCGA	Breast
TCGA-AO-A1KO-01	TCGA-AO-A1KO-01	9.088	Primary Tumor	TCGA	Breast
TCGA-A7-A26E-01	TCGA-A7-A26E-01	9.087	Primary Tumor	TCGA	Breast
TCGA-E2-A1AZ-01	TCGA-E2-A1AZ-01	9.086	Primary Tumor	TCGA	Breast
TCGA-E9-A1RC-11	TCGA-E9-A1RC-11	9.085	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A18Q-11	TCGA-BH-A18Q-11	9.084	Solid Tissue Normal	TCGA	Breast
TCGA-BH-A0HP-01	TCGA-BH-A0HP-01	9.073	Primary Tumor	TCGA	Breast
TCGA-E2-A10F-01	TCGA-E2-A10F-01	9.073	Primary Tumor	TCGA	Breast
TCGA-AR-A2LJ-01	TCGA-AR-A2LJ-01	9.071	Primary Tumor	TCGA	Breast
GTEX-ZLV1-1426-SM-4WWES	GTEX-ZLV1-1426-SM-4WWES	9.07	Normal Tissue	GTEX	Breast
TCGA-A7-A13E-01	TCGA-A7-A13E-01	9.069	Primary Tumor	TCGA	Breast
GTEX-139T8-0826-SM-5L3DE	GTEX-139T8-0826-SM-5L3DE	9.067	Normal Tissue	GTEX	Breast
TCGA-BH-A1FH-01	TCGA-BH-A1FH-01	9.064	Primary Tumor	TCGA	Breast
TCGA-D8-A1JG-01	TCGA-D8-A1JG-01	9.061	Primary Tumor	TCGA	Breast
TCGA-A8-A07C-01	TCGA-A8-A07C-01	9.06	Primary Tumor	TCGA	Breast
TCGA-A2-A3KC-01	TCGA-A2-A3KC-01	9.058	Primary Tumor	TCGA	Breast
TCGA-D8-A1Y0-01	TCGA-D8-A1Y0-01	9.058	Primary Tumor	TCGA	Breast
TCGA-D8-A1XW-01	TCGA-D8-A1XW-01	9.054	Primary Tumor	TCGA	Breast
TCGA-E2-A1IH-01	TCGA-E2-A1IH-01	9.053	Primary Tumor	TCGA	Breast
GTEX-13FTY-2226-SM-5J1ND	GTEX-13FTY-2226-SM-5J1ND	9.049	Normal Tissue	GTEX	Breast
TCGA-BH-A18N-11	TCGA-BH-A18N-11	9.048	Solid Tissue Normal	TCGA	Breast
TCGA-A2-A0YL-01	TCGA-A2-A0YL-01	9.044	Primary Tumor	TCGA	Breast
TCGA-A2-A0CK-01	TCGA-A2-A0CK-01	9.043	Primary Tumor	TCGA	Breast
GTEX-ZF3C-2326-SM-5S2MZ	GTEX-ZF3C-2326-SM-5S2MZ	9.042	Normal Tissue	GTEX	Breast
GTEX-S341-1526-SM-4AD6K	GTEX-S341-1526-SM-4AD6K	9.038	Normal Tissue	GTEX	Breast
TCGA-EW-A1J2-01	TCGA-EW-A1J2-01	9.032	Primary Tumor	TCGA	Breast
GTEX-Q2AG-0326-SM-48U1O	GTEX-Q2AG-0326-SM-48U1O	9.03	Normal Tissue	GTEX	Breast
TCGA-D8-A147-01	TCGA-D8-A147-01	9.03	Primary Tumor	TCGA	Breast
TCGA-A2-A25F-01	TCGA-A2-A25F-01	9.029	Primary Tumor	TCGA	Breast
TCGA-BH-A5IZ-01	TCGA-BH-A5IZ-01	9.027	Primary Tumor	TCGA	Breast
TCGA-AO-A03U-01	TCGA-AO-A03U-01	9.024	Primary Tumor	TCGA	Breast
GTEX-YEC3-1026-SM-5IFI5	GTEX-YEC3-1026-SM-5IFI5	9.023	Normal Tissue	GTEX	Breast
TCGA-BH-A0DV-11	TCGA-BH-A0DV-11	9.017	Solid Tissue Normal	TCGA	Breast
TCGA-OL-A6VO-01	TCGA-OL-A6VO-01	9.014	Primary Tumor	TCGA	Breast
TCGA-BH-A1EU-11	TCGA-BH-A1EU-11	9.013	Solid Tissue Normal	TCGA	Breast
